"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_6585","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas","NA"
"ASV_6586","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_6587","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-003","NA"
"ASV_6588","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK3A20_group","NA"
"ASV_6589","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6590","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6591","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","NA"
"ASV_6592","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6593","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Mitsuokella","NA"
"ASV_6594","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-001","NA"
"ASV_6595","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA"
"ASV_6596","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","NA"
"ASV_6597","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Negativibacillus","NA"
"ASV_6598","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","NA"
"ASV_6599","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_6600","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA"
"ASV_6601","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","NA"
"ASV_6602","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6603","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Allisonella","NA"
"ASV_6604","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6605","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_6606","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_6607","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerofilum","NA"
"ASV_6608","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","NA","NA"
"ASV_6609","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_6610","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6611","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","NA","NA"
"ASV_6612","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus","NA"
"ASV_6613","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_6614","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Intestinibacter","NA"
"ASV_6615","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_6616","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_6617","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","NA"
"ASV_6618","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","NA"
"ASV_6619","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","NA","NA"
"ASV_6620","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megamonas","NA"
"ASV_6621","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6622","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Adlercreutzia","NA"
"ASV_6623","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6624","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","NA","NA"
"ASV_6625","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","NA"
"ASV_6626","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","NA","NA"
"ASV_6627","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","NA"
"ASV_6628","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_6629","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Harryflintia","NA"
"ASV_6630","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-009","NA"
"ASV_6631","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_6632","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_6633","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6634","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_6635","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group","NA"
"ASV_6636","Bacteria","Firmicutes","Clostridia","Clostridiales","NA","NA","NA"
"ASV_6637","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_6638","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39","NA","NA","NA"
"ASV_6639","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Acidaminococcus","NA"
"ASV_6640","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","DTU089","NA"
"ASV_6641","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_6642","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella","NA"
"ASV_6643","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","NA"
"ASV_6644","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_6645","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","concisus"
"ASV_6646","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","NA"
"ASV_6647","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_6648","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor","NA"
"ASV_6649","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","NA"
"ASV_6650","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_6651","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_6652","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Hydrogenoanaerobacterium","NA"
"ASV_6653","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_6654","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","NA","NA"
"ASV_6655","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASV_6656","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","NA"
"ASV_6657","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","NA"
"ASV_6658","Bacteria","Firmicutes","Clostridia","Clostridiales","NA","NA","NA"
"ASV_6659","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","NA"
"ASV_6660","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","NA","NA"
"ASV_6661","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","NA"
"ASV_6662","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor","NA"
"ASV_6663","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6664","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","NA"
"ASV_6665","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","NA"
"ASV_6666","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","NA"
"ASV_6667","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","NA"
"ASV_6668","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6669","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","NA"
"ASV_6670","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","GCA-900066225","NA"
"ASV_6671","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6672","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","NA"
"ASV_6673","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","NA"
"ASV_6674","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","gingivalis"
"ASV_6675","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-004","NA"
"ASV_6676","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6677","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_6678","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","NA","NA"
"ASV_6679","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","NA"
"ASV_6680","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6681","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","NA"
"ASV_6682","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_6683","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella","NA"
"ASV_6684","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_6685","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2","NA"
"ASV_6686","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_UCG-003","NA"
"ASV_6687","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","NA"
"ASV_6688","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6689","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6690","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group","NA"
"ASV_6691","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_6692","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6693","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter","NA"
"ASV_6694","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Phocea","NA"
"ASV_6695","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_6","NA"
"ASV_6696","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_6697","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-010","NA"
"ASV_6698","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9","NA"
"ASV_6699","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","NA","NA"
"ASV_6700","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6701","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","NA"
"ASV_6702","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","NA"
"ASV_6703","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_6704","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","NA"
"ASV_6705","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39","NA","NA","NA"
"ASV_6706","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","NA","NA"
"ASV_6707","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","NA"
"ASV_6708","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","NA"
"ASV_6709","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6710","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","NA"
"ASV_6711","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6712","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","NA"
"ASV_6713","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_6714","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_6715","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6716","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013","NA"
"ASV_6717","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_6718","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6719","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","NA"
"ASV_6720","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Gordonibacter","NA"
"ASV_6721","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6722","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6723","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_3","NA"
"ASV_6724","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6725","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASV_6726","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_6727","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_6728","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","NA"
"ASV_6729","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","NA"
"ASV_6730","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_6731","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","GCA-900066225","NA"
"ASV_6732","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","DTU089","NA"
"ASV_6733","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerofilum","NA"
"ASV_6734","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6735","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6736","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6737","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","NA","NA"
"ASV_6738","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","NA"
"ASV_6739","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","NA","NA"
"ASV_6740","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6741","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA"
"ASV_6742","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_6743","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_6744","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","NA"
"ASV_6745","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","NA"
"ASV_6746","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Abiotrophia","NA"
"ASV_6747","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","gingivalis"
"ASV_6748","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Abiotrophia","defectiva"
"ASV_6749","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6750","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megamonas","NA"
"ASV_6751","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","NA"
"ASV_6752","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","NA"
"ASV_6753","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6754","Bacteria","Firmicutes","Clostridia","Clostridiales","NA","NA","NA"
"ASV_6755","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella","NA"
"ASV_6756","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","NA"
"ASV_6757","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","NA","NA"
"ASV_6758","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6759","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV_6760","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6761","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","NA"
"ASV_6762","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter","NA"
"ASV_6763","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6764","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","NA","NA"
"ASV_6765","Bacteria","Firmicutes","Clostridia","Clostridiales","NA","NA","NA"
"ASV_6766","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6767","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6768","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_6769","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_6770","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6771","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6772","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_6","corporis"
"ASV_6773","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_6774","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASV_6775","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_6776","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6777","Bacteria","Firmicutes","Clostridia","Clostridiales","NA","NA","NA"
"ASV_6778","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Angelakisella","NA"
"ASV_6779","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6780","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6781","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6782","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6783","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6784","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","NA"
"ASV_6785","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","NA"
"ASV_6786","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","NA"
"ASV_6787","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6788","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","NA"
"ASV_6789","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013","NA"
"ASV_6790","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","NA","NA"
"ASV_6791","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","NA"
"ASV_6792","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","NA"
"ASV_6793","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","vadinBE97","NA","NA"
"ASV_6794","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_6795","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","NA"
"ASV_6796","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium","NA"
"ASV_6797","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_AD3011_group","NA"
"ASV_6798","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yokenella","NA"
"ASV_6799","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","NA"
"ASV_6800","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6801","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6802","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","NA"
"ASV_6803","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA"
"ASV_6804","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","NA"
"ASV_6805","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013","NA"
"ASV_6806","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013","NA"
"ASV_6807","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Sutterella","NA"
"ASV_6808","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Coraliomargarita","NA"
"ASV_6809","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas","NA"
"ASV_6810","Bacteria","Firmicutes","Clostridia","Clostridiales","NA","NA","NA"
"ASV_6811","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","NA"
"ASV_6812","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","NA"
"ASV_6813","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","NA"
"ASV_6814","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Neisseria","NA"
"ASV_6815","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_6816","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6817","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","NA","NA"
"ASV_6818","Bacteria","Firmicutes","Clostridia","Clostridiales","NA","NA","NA"
"ASV_6819","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASV_6820","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6821","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6822","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_6823","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","NA"
"ASV_6824","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","NA"
"ASV_6825","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_6826","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV_6827","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","NA"
"ASV_6828","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_6829","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","NA","NA"
"ASV_6830","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
